;4e-05;8e-05;0.00012000000000000002;0.00016;0.0002;0.00024000000000000003;0.00028;0.00032;0.00036;0.0004
0.1999768724986632;27102115.484499946;15566077.736992376;11253981.262691459;8940363.94511955;7478718.52446237;6463714.881810564;5713796.379208735;5134890.678416818;4673144.21759602;4295395.833267887
0.29995374499734095;114573050.2180176;65804937.15621481;47575731.16756906;37795011.53101361;31615967.15797688;27325082.06498383;24154833.221967928;21707533.78638465;19755520.096756976;18158604.73300415
0.39993061749603326;163602929.04648736;93965207.73419818;67935076.8416438;53968839.77561416;45145562.781474635;39018455.50729673;34491544.54929483;30996958.735673267;28209609.035597812;25929316.85124765
0.49990748999472556;212860066.03643262;122256003.85030507;88388790.0233954;70217635.25567839;58737869.37021182;50766028.85002631;44876167.51883015;40329441.05498986;36702883.482441016;33736046.960796535
0.5998843624933596;261680714.62855902;150296103.21413735;108661254.1711649;86322443.26227199;72209728.76107822;62409501.95916602;55168767.93653021;49579224.28734836;45120895.41948202;41473598.321316294
0.6998612349919937;343183461.1891368;197107138.6650747;142504751.85588303;113208322.97137211;94700080.1451151;81847487.01805665;72351563.07515064;65021107.184594095;59174192.80970176;54390913.140390545
0.7998381074906278;452473460.6768452;259877759.979654;187886729.77335042;149260577.69447115;124858210.94396982;107912588.70821019;95392598.51438512;85727690.03177327;78018770.80728096;71712210.75960536
0.8998149799892619;489444527.1672554;281112061.6096638;203238730.23924553;161456481.37042287;135060226.35450423;116729997.54875393;103187013.89753868;92732397.27690701;84393591.46240011;77571729.91947307
0.9997918524878959;549617912.0208564;315672595.7076306;228225345.99041948;181306295.70350018;151664827.1371111;131081039.75391224;115873051.9560019;104133121.81260839;94769124.90157408;87108568.7216544
1.09976872498653;599428405.321661;344281211.56574357;248908836.8645271;197737630.69097766;165409830.14893818;142960585.72525415;126374336.12444654;113570445.54786873;103357813.07528421;95002999.89621201
1.199745597485164;673489532.5854692;386818159.09432435;279662249.4163034;222168691.51731625;185846696.9583639;160623782.9296394;141988253.82921338;127602405.23889235;116127972.24678686;106740897.53885244
1.2997224699837981;739294828.6640078;424613376.77208024;306987480.5215018;243876343.70391148;204005400.73452306;176318006.9398674;155861638.092569;140070177.4176873;127474600.85341685;117170334.11712885
1.3996993424824322;808808692.3492256;464538607.2044297;335852670.76313275;266807366.96417055;223187468.6563774;192896705.21348575;170516880.147625;153240591.7664161;139460687.70737937;128187539.05076611
1.4996762149810663;824587179.0452551;473600968.06046575;342404587.1156511;272012326.4680305;227541477.87787354;196659792.98159373;173843375.46142134;156230055.97637093;142181329.34541494;130688260.66595395
1.5996530874797004;845113742.2115381;485390382.7318921;350928112.05572236;278783567.08775306;233205699.48754963;201555272.5203122;178170882.75007552;160119112.45695338;145720668.9228916;133941501.68864037
1.6996299599783344;875329989.9870262;502745059.78883505;363475216.96672636;288751211.58116066;241543750.15032956;208761691.90593418;184541215.25166893;165844020.87333974;150930774.51963797;138730454.22874948
1.7996068324769685;918409907.1861916;527487974.79887867;381363878.8770845;302962284.4660955;253431478.06492546;219036030.16069785;193623527.48113188;174006138.8961728;158358927.72298974;145558160.9788236
1.8995837049756026;954722001.5241041;548343796.3151065;396442245.3434105;314940808.3999967;263451652.79048514;227696277.53865257;201279015.23330116;180885994.26525572;164620123.59831065;151313240.09083983
1.9995605774742367;1006259251.033104;577944173.1811378;417842760.76209134;331941760.5066475;277673147.1540236;239987645.967417;212144342.32584053;190650477.12440264;173506551.6585673;159481343.68133846
2.0995374499728707;1047710121.2991046;601751446.4250124;435054971.28354084;345615448.3127495;289111346.1938999;249873464.9233425;220883211.1634558;198503948.46920928;180653812.72048223;166050863.89195558
2.199514322471505;1094631270.1932251;628700569.6996363;454538680.2501106;361093655.0998354;302059046.36971205;261063917.14291355;230775350.0561879;207393843.80652457;188744299.0798567;173487364.83843106
2.299491194970139;1148045479.0557833;659378976.6265801;476718591.1151679;378713772.88528985;316798480.0319421;273802930.7052488;242036386.6114985;217513943.9640265;197954366.14736158;181952946.4391262
2.399468067468773;1196398652.815855;687150582.2051209;496796939.3090107;394664371.70713884;330141341.6444541;285334913.4759119;252230431.77050257;226675157.27796432;206291772.6678427;189616408.03174967
2.499444939967407;1255378944.1491594;721025864.0210285;521288130.55615675;414120611.9556349;346416713.12329084;299401409.0246676;264664936.20089114;237849832.86190137;216461584.22937858;198964154.25410214
2.599421812466041;1305542503.6521025;749837263.1619437;542118229.9275099;430668415.3548014;360259143.3174298;311365159.4658185;275240655.45867616;247354050.13361993;225111150.65009907;206914542.65068644
2.699398684964675;1361080772.1744807;781735622.007459;565180143.0711777;448989211.521278;375584702.6027327;324610750.31142426;286949496.3339265;257876584.34295294;234687463.56002945;215716765.02090532
2.7993755574633092;1421861448.3738542;816644953.3903742;590418932.6952801;469039357.28807586;392356882.9619225;339106628.37308735;299763566.4308701;269392369.0728402;245167710.5977612;225349853.0150622
2.8993524299619433;1477799371.5415738;848772853.5527288;613646799.8912355;487491990.3210798;407792725.3209296;352447534.7921285;311556664.3917641;279990623.67802674;254812934.87352118;234215416.37795484
2.9993293024605774;1542082005.5474043;885693531.5214177;640339755.2449172;508697351.3450825;425531256.6918703;367778611.74452007;325109033.8235376;292169905.34072334;265897014.99147338;244403527.28088665
3.0993061749592115;1599879343.1726215;918889384.8480616;664339732.4806281;527763362.39960396;441480196.9068712;381562978.92983353;337294142.3490961;303120453.10806435;275862853.0556714;253563787.9753438
